seed,tracker,scans,total_births,total_confirmed_births,rms_gospa,rms_localization,rms_missed,rms_false,early_rms_gospa,late_rms_gospa,mean_cardinality_error,mean_false_targets,mean_missed_targets,final_birth_atoms,recurrent_birth_atoms,spurious_birth_atoms,birth_region_error,runtime_seconds
119,pmbm_oracle,96,NaN,NaN,3.47271998565,0.775532568876,1.44337567297,3.06186217848,3.81477096229,3.28837914492,0.229166666667,0.1875,0.0416666666667,NaN,NaN,NaN,NaN,4.31398701668
120,pmbm_broad,96,NaN,NaN,4.85424186761,0.804361512392,3.81881307913,2.88675134595,4.36627896436,5.08067910487,0.416666666667,0.166666666667,0.291666666667,NaN,NaN,NaN,NaN,163.960955143
120,pmbm_oracle,96,NaN,NaN,3.38401757471,0.716990199319,1.02062072616,3.14576434803,2.85496818323,3.61966030937,0.21875,0.197916666667,0.0208333333333,NaN,NaN,NaN,NaN,4.01234292984
121,pmbm_broad,96,NaN,NaN,4.68857262064,0.792809278699,3.81881307913,2.60208249933,4.24368917897,4.89587795035,0.364583333333,0.135416666667,0.291666666667,NaN,NaN,NaN,NaN,137.953327894
121,pmbm_oracle,96,NaN,NaN,3.17085825889,0.824222116883,0,3.06186217848,2.35331958499,3.50891102942,0.1875,0.1875,0,NaN,NaN,NaN,NaN,3.80401778221
122,pmbm_broad,96,NaN,NaN,5.07051658491,0.842697121046,4.08248290464,2.88675134595,4.7899685006,5.20512329713,0.375,0.166666666667,0.333333333333,NaN,NaN,NaN,NaN,163.107120037
122,pmbm_oracle,96,NaN,NaN,3.33036179013,0.821366536005,2.04124145232,2.5,2.67383291271,3.6141767053,0.1875,0.125,0.0833333333333,NaN,NaN,NaN,NaN,3.79120588303
123,pmbm_broad,96,NaN,NaN,4.73006892398,0.706082166303,3.88640793879,2.60208249933,4.56296657219,4.81144428097,0.416666666667,0.135416666667,0.302083333333,NaN,NaN,NaN,NaN,140.776259899
123,pmbm_oracle,96,NaN,NaN,3.06332192767,0.72785614367,1.44337567297,2.60208249933,3.14532657328,3.02148510215,0.177083333333,0.135416666667,0.0416666666667,NaN,NaN,NaN,NaN,3.84043002129
124,pmbm_broad,96,NaN,NaN,4.45394172123,0.752836982866,3.53553390593,2.60208249933,4.56834514405,4.39562357426,0.385416666667,0.135416666667,0.25,NaN,NaN,NaN,NaN,159.173741102
124,pmbm_oracle,96,NaN,NaN,2.89172432391,0.741329593014,1.02062072616,2.60208249933,2.88427733343,2.89544063661,0.15625,0.135416666667,0.0208333333333,NaN,NaN,NaN,NaN,4.28383493423
125,pmbm_broad,96,NaN,NaN,4.84224590178,0.728476977407,3.88640793879,2.79508497187,4.20062622806,5.13306805974,0.395833333333,0.15625,0.302083333333,NaN,NaN,NaN,NaN,139.442780018
125,pmbm_oracle,96,NaN,NaN,2.78819006709,0.694504991723,1.02062072616,2.5,2.25452378806,3.01986208623,0.145833333333,0.125,0.0208333333333,NaN,NaN,NaN,NaN,3.77515482903
